1.000000e-05 124762 -4.728949e-04
1.000000e-05 168291 1.755599e-04
1.250000e-05 102587 4.771087e-04
1.250000e-05 125158 3.741381e-04
1.562500e-05 80173 -6.536869e-04
1.562500e-05 112662 7.105130e-05
1.953125e-05 62938 2.686858e-04
1.953125e-05 84963 7.900321e-04
2.441406e-05 49486 4.110958e-04
2.441406e-05 67462 -3.998780e-04
3.051758e-05 41360 1.297968e-04
3.051758e-05 50300 3.419703e-04
3.814697e-05 32369 -5.666871e-04
3.814697e-05 45071 -4.176345e-04
4.768372e-05 27067 -1.818039e-04
4.768372e-05 34225 3.982720e-04
5.960464e-05 21522 6.866579e-04
5.960464e-05 29364 1.383004e-04
7.450581e-05 19792 9.646401e-05
7.450581e-05 24113 5.444700e-05
9.313226e-05 15469 9.156397e-05
9.313226e-05 20930 -6.766738e-04
1.164153e-04 11791 1.229192e-04
1.164153e-04 14611 -1.965234e-04
1.455192e-04 10693 3.099983e-04
1.455192e-04 13526 -4.155042e-04
1.818989e-04 8164 -4.829677e-04
1.818989e-04 11724 6.705472e-04
2.273737e-04 6536 -2.881072e-04
2.273737e-04 10734 1.149626e-04
2.842171e-04 5423 9.507231e-05
2.842171e-04 7449 1.639314e-04
3.552714e-04 4294 9.126506e-04
3.552714e-04 200001 1.398794e-02
4.440892e-04 4368 -8.889712e-05
4.440892e-04 5305 2.809190e-04
5.551115e-04 4252 9.384233e-05
5.551115e-04 200001 1.601960e-02
6.938894e-04 2740 -2.159376e-04
6.938894e-04 200001 1.116509e-02
8.673617e-04 2260 -1.454361e-04
8.673617e-04 200001 5.951397e-03
1.084202e-03 2583 5.786192e-04
